row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,discount_bucket,profit,cost_price,profit_margin
2540,CA-2015-149587,03-11-2016,11-26-2014,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0,Low(0-10%),19.77,26.21,0.43
2541,US-2017-109484,03-11-2016,11-26-2014,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0,Low(0-10%),8.21,9.25,0.47
2542,CA-2016-138520,05-11-2016,11-26-2014,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5.98,1,0,Low(0-10%),2.69,3.29,0.45
2543,CA-2015-137106,06-11-2016,11-26-2014,Second Class,ES-14020,Erica Smith,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0,Low(0-10%),71.99,167.98,0.3
2544,CA-2014-133809,06-11-2016,11-26-2014,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.34,4,80,High(20+%),-2.15,3.49,-1.6
2545,CA-2017-127306,06-11-2016,11-30-2015,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,8.27,4,80,High(20+%),-13.65,21.92,-1.65
2546,CA-2015-161830,06-11-2016,11-30-2015,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.54,7,60,High(20+%),-9.09,21.64,-0.725
2547,,06-11-2016,11-30-2015,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,0,Low(0-10%),6.87,7.75,0.47
2548,,06-11-2016,11-30-2015,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.98,14,20,Medium(11-20),17.54,36.44,0.325
2549,,06-11-2016,11-30-2015,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,0,Low(0-10%),132.59,257.38,0.34
2550,,06-11-2016,11-28-2016,Standard Class,SV-20365,Seth Vernon,Consumer,United States,Los Angeles,California,90049,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.71,3,20,Medium(11-20),33.85,868.86,0.0375
2551,,08-11-2016,11-28-2016,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,32.4,5,0,Low(0-10%),15.55,16.85,0.48
2552,,08-11-2016,11-30-2016,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,41.86,7,0,Low(0-10%),19.26,22.6,0.46
2553,,08-11-2016,11-28-2016,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,0,Low(0-10%),35.68,41.88,0.46
2554,,09-11-2016,11-30-2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,60653,Central,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6,2,20,Medium(11-20),2.1,3.9,0.35
2555,,09-11-2016,11-30-2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.91,3,80,High(20+%),-3.24,5.15,-1.7
2556,,09-11-2016,11-30-2016,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,95123,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94,3,0,Low(0-10%),6.66,326.28,0.02
2557,,09-11-2016,11-30-2016,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,95123,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,39.87,2,20,Medium(11-20),12.96,26.91,0.325
2558,CA-2015-121391,09-11-2016,11-29-2016,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.45,2,20,Medium(11-20),2.64,5.81,0.3125
2559,CA-2016-137043,09-11-2016,11-29-2016,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.95,9,40,High(20+%),-157.94,886.88,-0.216666667
2560,US-2017-152898,09-11-2016,11-29-2016,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,23602,South,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,1599.92,8,0,Low(0-10%),751.96,847.96,0.47
2561,CA-2016-160486,09-11-2016,11-29-2016,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,23602,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,11.09,1,0,Low(0-10%),5.43,5.66,0.49
2562,CA-2015-134894,09-11-2016,11-29-2016,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0,Low(0-10%),3.58,4.03,0.47
2563,CA-2014-140795,09-11-2016,11-30-2017,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13,0,Low(0-10%),636,2711.37,0.19
2564,,09-11-2016,11-30-2017,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.91,2,20,Medium(11-20),0.91,2,0.3125
2565,,09-11-2016,11-30-2017,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,20.74,4,20,Medium(11-20),7.26,13.48,0.35
2566,,09-11-2016,11-30-2017,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),9.57,2,20,Medium(11-20),2.99,6.58,0.3125
2567,CA-2014-138737,09-11-2016,11-30-2017,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Toledo,Ohio,43615,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,22.43,3,70,High(20+%),-17.94,40.37,-0.8
2568,CA-2016-164924,09-11-2016,11-29-2017,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Toledo,Ohio,43615,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,37.52,5,20,Medium(11-20),3.75,33.77,0.1
2569,,09-11-2016,11-30-2017,Standard Class,RC-19960,Ryan Crowe,Consumer,United States,Houston,Texas,77041,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,99.57,2,20,Medium(11-20),33.6,65.96,0.3375
2570,,09-11-2016,11-27-2017,First Class,TB-21625,Trudy Brown,Consumer,United States,Wichita,Kansas,67212,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,224.75,5,0,Low(0-10%),62.93,161.82,0.28
2571,,10-11-2016,11-27-2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,5.34,2,20,Medium(11-20),0.67,4.68,0.125
2572,,10-11-2016,11-29-2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,27.72,3,20,Medium(11-20),3.47,24.26,0.125
2573,,11-11-2016,11-29-2017,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Noblesville,Indiana,46060,Central,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,2678.94,6,0,Low(0-10%),241.1,2437.84,0.09
2574,CA-2016-117408,11-11-2016,11-29-2015,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,0,Low(0-10%),2.23,4.73,0.32
2575,CA-2017-143217,11-11-2016,11-29-2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.97,4,20,Medium(11-20),1.2,94.77,0.0125
2576,US-2017-133312,11-11-2016,11-29-2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.99,2,30,High(20+%),-2.06,50.05,-0.042857143
2577,CA-2017-158729,11-11-2016,11-29-2015,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10011,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,59.97,3,0,Low(0-10%),14.99,44.98,0.25
2578,CA-2017-146535,11-11-2016,11-29-2015,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10011,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36,1,0,Low(0-10%),20.84,62.52,0.25
2579,,11-11-2016,11-29-2015,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,28.14,3,0,Low(0-10%),7.88,20.26,0.28
2580,,11-11-2016,11-29-2015,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36,2,0,Low(0-10%),6.48,29.52,0.18
2581,,11-11-2016,11-29-2015,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",92.94,3,0,Low(0-10%),25.09,67.85,0.27
2582,,11-11-2016,11-29-2015,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",245.65,3,10,Low(0-10%),8.19,237.46,0.033333333
2583,,11-11-2016,11-30-2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.01,3,20,Medium(11-20),17.19,37.82,0.3125
2584,,11-11-2016,11-30-2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.23,3,20,Medium(11-20),11.45,23.78,0.325
2585,CA-2014-165477,11-11-2016,11-30-2016,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,32712,South,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,9.89,2,70,High(20+%),-6.92,16.81,-0.7
2586,CA-2017-165904,11-11-2016,11-30-2016,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,32712,South,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.54,3,20,Medium(11-20),50.37,621.18,0.075
2587,CA-2016-115224,11-11-2016,11-29-2016,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,Detroit,Michigan,48234,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,2,0,Low(0-10%),74.81,183.17,0.29
2588,,11-11-2016,11-29-2016,Standard Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0,Low(0-10%),10.91,31.05,0.26
2589,,11-11-2016,11-29-2016,Standard Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.15,3,20,Medium(11-20),0,451.15,0
2590,,11-11-2016,11-30-2016,Standard Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,31.5,11,20,Medium(11-20),11.03,20.48,0.35
2591,,11-11-2016,11-30-2016,Standard Class,SC-20845,Sung Chung,Consumer,United States,Arlington Heights,Illinois,60004,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,14.11,6,20,Medium(11-20),1.23,12.88,0.0875
2592,CA-2017-125199,12-11-2016,11-30-2016,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0,Low(0-10%),6.07,8.73,0.41
2593,US-2017-155425,12-11-2016,11-29-2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.38,3,20,Medium(11-20),22.68,279.7,0.075
2594,CA-2017-133249,12-11-2016,11-29-2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316,4,0,Low(0-10%),31.6,284.4,0.1
2595,CA-2017-131625,12-11-2016,11-30-2017,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Smyrna,Tennessee,37167,South,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,6.67,3,20,Medium(11-20),1.67,5,0.25
2596,,12-11-2016,11-30-2017,First Class,DB-13270,Deborah Brumfield,Home Office,United States,Portland,Oregon,97206,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",403.92,5,20,Medium(11-20),25.25,378.68,0.0625
2597,CA-2017-106033,12-11-2016,11-28-2014,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.38,3,20,Medium(11-20),-51.72,295.1,-0.2125
2598,CA-2016-142762,12-11-2016,11-28-2014,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,20,Medium(11-20),29.95,89.85,0.25
2599,CA-2017-127705,12-11-2016,11-28-2014,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.77,4,20,Medium(11-20),30.08,270.69,0.1
2600,CA-2015-129476,12-11-2016,11-30-2014,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0,Low(0-10%),6.26,9,0.41
2601,CA-2017-146780,12-11-2016,11-30-2015,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0,Low(0-10%),298.69,731.26,0.29
2602,CA-2015-160794,12-11-2016,11-30-2015,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.22,3,20,Medium(11-20),7.46,77.77,0.0875
2603,,12-11-2016,11-30-2015,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,5,20,Medium(11-20),-4.06,69.02,-0.0625
2604,,12-11-2016,11-30-2015,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",13.52,2,20,Medium(11-20),1.69,11.83,0.125
2605,,12-11-2016,11-30-2015,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43,5,30,High(20+%),-137.53,595.96,-0.3
2606,,12-11-2016,11-30-2016,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.14,4,20,Medium(11-20),24.2,362.94,0.0625
2607,,12-11-2016,11-30-2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,40,High(20+%),-147.87,476.46,-0.45
2608,,12-11-2016,12-17-2014,First Class,SC-20695,Steve Chapman,Corporate,United States,Springfield,Ohio,45503,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,73.54,4,20,Medium(11-20),9.19,64.34,0.125
2609,,12-11-2016,12-15-2014,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,20,Medium(11-20),68.12,141.48,0.325
2610,,12-11-2016,12-15-2014,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,2,0,Low(0-10%),6.06,17.26,0.26
2611,,12-11-2016,12-15-2014,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",30.98,1,0,Low(0-10%),13.94,17.04,0.45
2612,,12-11-2016,12-17-2014,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,119.96,4,0,Low(0-10%),25.19,94.77,0.21
2613,,12-11-2016,12-17-2014,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92,5,20,Medium(11-20),-31.84,395.76,-0.0875
2614,,12-11-2016,12-20-2015,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,35.81,3,20,Medium(11-20),11.19,24.62,0.3125
2615,,12-11-2016,12-20-2015,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,122.69,9,20,Medium(11-20),39.87,82.81,0.325
2616,,12-11-2016,12-15-2015,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,892.14,7,20,Medium(11-20),111.52,780.62,0.125
2617,,12-11-2016,12-17-2015,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,50.22,3,0,Low(0-10%),2.01,48.21,0.04
2618,,12-11-2016,12-17-2015,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,83.42,2,0,Low(0-10%),24.19,59.23,0.29
2619,,12-11-2016,12-15-2015,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",5.87,2,20,Medium(11-20),2.13,3.74,0.3625
2620,,02-12-2016,12-15-2015,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1350.12,6,0,Low(0-10%),175.52,1174.6,0.13
2621,,02-12-2016,12-15-2015,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0,Low(0-10%),7.48,8.44,0.47
2622,CA-2017-156363,03-12-2016,12-15-2015,Second Class,CK-12595,Clytie Kelty,Consumer,United States,New York City,New York,10024,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,29.34,3,0,Low(0-10%),13.5,15.84,0.46
2623,,03-12-2016,12-19-2016,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,5,0,Low(0-10%),6.77,669.78,0.01
2624,,03-12-2016,12-17-2016,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,0,Low(0-10%),40.27,114.63,0.26
2625,,03-12-2016,12-20-2016,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,30.56,4,0,Low(0-10%),14.97,15.59,0.49
2626,,03-12-2016,12-20-2016,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.35,3,20,Medium(11-20),77.04,693.32,0.1
2627,CA-2017-127285,03-12-2016,12-18-2017,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Monroe,Louisiana,71203,South,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,0,Low(0-10%),6.22,6.74,0.48
2628,,03-12-2016,12-18-2017,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),19.98,2,0,Low(0-10%),8.99,10.99,0.45
2629,,04-12-2016,12-18-2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.29,7,20,Medium(11-20),-31.91,670.2,-0.05
2630,,04-12-2016,12-18-2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,13.21,1,20,Medium(11-20),4.62,8.59,0.35
2631,CA-2017-127929,04-12-2016,12-18-2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,4,0,Low(0-10%),75.66,268.26,0.22
2632,CA-2015-113145,04-12-2016,12-13-2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,1,0,Low(0-10%),20.09,20.9,0.49
2633,CA-2014-162362,04-12-2016,12-20-2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,0,Low(0-10%),28.76,35.15,0.45
2634,,04-12-2016,12-16-2014,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,19.44,3,0,Low(0-10%),9.33,10.11,0.48
2635,,04-12-2016,12-19-2014,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.35,3,20,Medium(11-20),-36.44,230.79,-0.1875
2636,,04-12-2016,12-19-2014,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.62,3,20,Medium(11-20),13.73,22.89,0.375
2637,,04-12-2016,12-19-2014,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Wilson,North Carolina,27893,South,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.55,3,20,Medium(11-20),-22.67,152.22,-0.175
2638,,04-12-2016,12-21-2014,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Wilson,North Carolina,27893,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,51.98,1,20,Medium(11-20),-5.2,57.18,-0.1
2639,,04-12-2016,12-21-2014,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Wilson,North Carolina,27893,South,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10.27,3,20,Medium(11-20),3.47,6.81,0.3375
2640,CA-2017-163209,05-12-2016,12-21-2014,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.37,2,20,Medium(11-20),-19.56,101.93,-0.2375
2641,,05-12-2016,12-21-2014,Standard Class,HM-14860,Harry Marie,Corporate,United States,New York City,New York,10024,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02,3,0,Low(0-10%),4.41,5.61,0.44
2642,,05-12-2016,12-19-2015,Standard Class,HM-14860,Harry Marie,Corporate,United States,New York City,New York,10024,East,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,0,Low(0-10%),303.34,328.62,0.48
2643,,05-12-2016,12-16-2015,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Seattle,Washington,98105,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",54.9,5,0,Low(0-10%),26.9,28,0.49
